title,author,price,isbn,publishedDate,categoryName,stockQuantity,description,coverImageUrl
Spring in Action,Craig Walls,169,1932394354,02-01-2005,Java,20,"Spring is a fresh breeze blowing over the Java landscape. Based on a design principle called Inversion of Control, Spring is a powerful but lightweight J2EE framework that does not require the use of EJBs. Spring greatly reduces the complexity of usi...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls2.jpg
"Spring in Action, Second Edition",Craig Walls with Ryan Breidenbach,430,1933988134,08-01-2007,Java,49,"Spring is a fresh breeze blowing over the Java landscape. Based on the principles of dependency injection, interface-oriented design, and aspect-oriented programming, Spring combines enterprise application power with the simplicity of plain-old Java ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls3.jpg
"Spring in Action, Third Edition",Craig Walls,112,1935182358,21-06-2011,Java,26,"A few years back, Spring arrived as is a fresh breeze blowing over the Java landscape. Based on the principles of dependency injection, interface-oriented design, and aspect-oriented programming, Spring combines enterprise application power with the ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls4.jpg
Spring in Practice,Willie Wheeler with Joshua White,726,1935182056,05-09-2013,Java,28,"For enterprise Java developers, Spring Framework provides remarkable improvements in developer productivity, runtime performance, and overall application quality. Its unique blend of a complete, lightweight container that allows you to build a comple...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wheeler.jpg
Java 2 Micro Edition,James P. White,181,1930110332,03-01-2002,Java,46,"Java2, Micro Edition (J2ME) is a technology defined by many specifications. These specifications help J2ME address the diverse needs of this wide spectrum of consumer products. This guide describes the architecture of J2ME and demonstrates the variou...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/white.jpg
SharePoint 2010 Workflows in Action,Phil Wicklund,771,1935182714,02-07-2011,Microsoft .NET,25,"You can use SharePoint 2010 workflows to transform a set of business processes into working SharePoint applications. For that task, a power user gets prepackaged workflows, wizards, and design tools, and a programmer benefits from Visual Studio to ha...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wicklund.jpg
SharePoint 2010 Web Parts in Action,Wictor Wilén,248,1935182773,24-04-2011,Microsoft .NET,42,If you look at a SharePoint application you'll find that most of its active components are Web Parts. SharePoint 2010 includes dozens of prebuilt Web Parts that you can use. It also provides an API that lets you build custom Web Parts using C# or VB....,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wilen.jpg
C++ Concurrency in Action,Anthony Williams,523,1933988770,24-02-2012,Microsoft .NET,32,It seems like we're all being asked to multi-task more than ever   and our computers are no exception to this trend. Multiple processors with multiple cores running multiple threads is quickly becoming the norm. C++ developers will have to master the...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/williams.jpg
Java Servlets by Example,Alan R. Williamson,433,188477766X,12-01-2002,Java,35,"Although CGI scripts provide 80% of today's server side processing, they are slow, inefficient, and memory-hungry. A new species is evolving to take their place, one which is lean, fast, portable, and easy to maintain: Java servlets.    Servlets are ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/williamson.jpg
XML Programming with VB and ASP,Mark Wilson,722,1884777872,12-01-1999,XML,34,"Here's a book that shows you when and how to use XML from both a programming and business perspective. Laden with source code, XML Programming with VB and ASP helps you build solutions that are flexible, future-proof, and self-describing. It will hel...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wilson.jpg
Oracle8i Database Administration,Noel Yuhanna,824,1884777783,11-01-1999,Client-Server,24,"Databases are growing larger, and the use of distributed databases is on the rise. Oracle8i Database Administration addresses some of the most common yet complex issues that are faced by DBAs around the world.    Oracle has the largest market share i...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/yuhanna.jpg
The Engaging Web,Gabe Zichermann,623,9.78E+12,,Web Development,42,"Games are the fastest-growing and stickiest form of entertainment. For a website, games offer powerful potential to acquire new users, build engagement, and enhance revenue. Implementing games in a website can be complicated, though. There are hundre...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/zichermann.jpg
Enterprise OSGi In Action,Holly Cummins,715,1617290130,,Databases,37,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cummins.jpg
"Ext JS in Action, Second Edition",Jesus Garcia,783,1617290327,02-04-2014,Databases,6,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/garcia3.jpg
"Android in Action, Third Edition",W. Frank Ableson,943,1617290505,15-11-2011,Computer Science,42,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ableson3.jpg
Arduino in Action,Martin Evans,651,1617290246,30-05-2013,Databases,31,"Whether you want to build an autonomous robot, automate your home electronics, or just automatically tweet when the bread is ready, you can do it with Arduino. Arduino is an inexpensive, easy-to-use, open source hardware and software platform. It sup...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mevans.jpg
Node.js in Action,Mike Cantelon,175,1617290572,15-10-2013,Web Development,50,"JavaScript on the server? Yep. Node.js is an elegant server-side JavaScript development environment perfect for scalable, high-performance web applications. With Node you access HTTP and TCP/IP functionality through a minimalist server-side Javascrip...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/cantelon.jpg
Third-Party JavaScript ,Ben Vinegar,542,1617290548,03-11-2013,Programming,24,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/vinegar.jpg
Multimedia Computing,Matthew E. Hodges,885,020152029X,09-01-1993,Computer Science,27,nan...,
Web Development with JavaServer Pages,Duane K. Fields,970,1884777996,15-05-2000,AI,37,nan...,
Up to Speed with Swing,Steven J. Gutz,779,1884777643,05-01-1998,AI,10,nan...,
Manager's Guide to Open Source,Maria Winslow,563,193239429X,10-01-2004,Databases,9,nan...,
Programming Web Services with Java,Ajamu A. Wesley,990,1930110421,10-01-2002,Software Engineering,35,nan...,
TCP/IP Programming for OS/2,Steven J. Gutz,279,132612496,23-04-1996,Computer Science,3,nan...,
"Implementing SAP R/3, Second Edition",Chris Lee,611,013889213X,09-01-1997,Databases,6,nan...,
Implementing SAP R/3,John Doe,264,1884777228,06-01-1996,Databases,37,nan...,
Using C-Kermit: Communication Software,Chris Lee,325,1884777147,,AI,48,nan...,
SCWCD Exam Study Kit,Hanumant Deshmukh,362,1930110596,07-01-2002,AI,13,nan...,
Unit Testing in C++,Bruce Trask,624,1617290386,,Software Engineering,34,nan...,
Big Data,Nathan Marz,937,1617290343,,Databases,23,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/marz.jpg
CoffeeScript in Action,Patrick Lee,512,1617290629,05-09-2014,Databases,34,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lee.jpg
"SQL Server MVP Deep Dives, Volume 2",Kalen Delaney,546,1617290475,13-10-2011,AI,11,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/delaney.jpg
HTML5 in Action,Rob Crowther,218,1617290491,02-10-2014,Computer Science,37,"The Web is buzzing about HTML5. What is it? Which browsers support what features? When the specification will be complete? HTML5, along with supporting technologies like CSS3, SVG, and JavaScript, gives web developers powerful new features like local...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/crowther2.jpg
"Java Persistence with Hibernate, Second Edition",Christian Bauer,352,1617290459,,AI,30,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bauer3.jpg
Hadoop in Practice,Alex Holmes,189,1617290238,10-02-2012,Computer Science,2,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/holmes.jpg
HBase in Action,Nicholas Dimiduk,774,1617290521,11-02-2012,Databases,20,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dimidukkhurana.jpg
Flex Mobile in Action,Jonathan Campos,655,1617290610,30-05-2012,Databases,29,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/campos.jpg
HTML5 for .NET Developers,Jim Jackson,144,1617290432,30-11-2012,Programming,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jackson.jpg
50 Android Hacks,Carlos M. Sessa,486,1617290564,06-03-2013,AI,18,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sessa.jpg
PowerShell in Depth,Don Jones,887,1617290556,20-02-2013,AI,40,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones2.jpg
Augmented Reality Revealed,Robert A. Rice Jr.,151,1617290165,,AI,9,nan...,
Building Well-Structured JavaScript Applications,Julio C. Ody,961,1617290599,,Programming,39,nan...,
Linked Data,David Wood,518,1617290394,31-12-2013,Computer Science,47,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dwood.jpg
"Mule in Action, Second Edition",David Dossot,925,1617290823,20-02-2014,Software Engineering,26,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/dossot2.jpg
Single Page Web Applications,Michael S. Mikowski,551,1617290750,19-09-2013,Computer Science,2,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mikowski.jpg
"The Art of Unit Testing, Second Edition",Roy Osherove,940,1617290890,25-11-2013,Computer Science,22,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/osherove2.jpg
Play for Java,Nicolas Leroux,306,1617290904,14-03-2014,AI,41,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/leroux.jpg
Hello World! Second Edition,Warren Sande,101,1617290920,12-12-2013,AI,10,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sande2.jpg
Dart in Action,Chris Buckett,510,1617290866,31-12-2012,AI,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/buckett.jpg
Redis in Action,Josiah Carlson,588,1617290858,18-06-2013,AI,27,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carlson.jpg
Using the TI-83 Plus/TI-84 Plus,Christopher R. Mitchell,128,161729084X,19-08-2013,Software Engineering,24,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mitchell2.jpg
Neo4j in Action,Jonas Partner,373,1617290769,,Programming,38,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/partner.jpg
Programming the TI-83 Plus/TI-84 Plus,Christopher R. Mitchell,142,1617290777,14-09-2012,Databases,14,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mitchell.jpg
Functional Programming in Scala,Paul Chiusano,249,1617290653,,Software Engineering,49,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bjarnason.jpg
Play for Scala,Peter Hilton,853,1617290793,10-03-2013,Software Engineering,38,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hilton.jpg
Node.js in Practice,Alex Young,689,1617290939,,Databases,4,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/templier2.jpg
SonarQube in Action,G. Ann Campbell,898,1617290955,30-10-2013,Programming,35,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/papapetrou.jpg
Windows Store App Development: C# and XAML,Peter M. Brown,872,1617290947,06-03-2013,Databases,43,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pbrown3.jpg
Learn Windows IIS in a Month of Lunches,Jason C. Helmick,636,1617290971,31-12-2013,Databases,22,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/helmick.jpg
Mondrian in Action,William Back,637,161729098X,,Databases,50,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/back.jpg
RabbitMQ in Depth,Gavin M. Roy,520,1617291005,,Databases,32,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/roy.jpg
Akka in Action,Raymond Roestenburg,127,1617291013,,AI,4,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/roestenburg.jpg
Extending jQuery,Keith B. Wood,310,161729103X,08-12-2013,Software Engineering,21,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/wood.jpg
OCA Java SE 7 Programmer I Certification Guide,Mala Gupta,411,1617291048,04-02-2013,AI,1,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gupta.jpg
Kanban in Action,Marcus Hammarberg,355,1617291056,03-04-2014,AI,19,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hammarberg.jpg
Solr in Action,Trey Grainger,195,1617291021,25-03-2014,Programming,6,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/grainger.jpg
Making Sense of NoSQL,Daniel G. McCreary,903,1617291072,09-03-2013,Programming,24,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mccreary.jpg
Jaguar Development with PowerBuilder 7,MIchael Barlotta,830,1884777864,08-09-1999,AI,38,nan...,
"Grails in Action, Second Edition",Glen Smith,420,1617290963,,Computer Science,33,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gsmith2.jpg
Rails 4 in Action,Ryan Bigg,112,1617291099,,Software Engineering,1,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bigg2.jpg
"Learn Windows PowerShell in a Month of Lunches, Second Edition",Don Jones,504,1617291080,11-12-2012,AI,42,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones3.jpg
AOP in .NET,Matthew D. Groves,463,1617291145,21-06-2013,Databases,19,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/groves.jpg
Learn PowerShell Toolmaking in a Month of Lunches,Don Jones,850,1617291161,12-12-2012,Computer Science,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones4.jpg
CMIS and Apache Chemistry in Action,Florian Müller,422,1617291153,,Software Engineering,32,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mueller.jpg
Action Guide (aka VB .NET),Paul Messick,460,1930110324,,Programming,35,nan...,
Learn Active Directory Management in a Month of Lunches,Richard Siddaway,338,1617291196,,Programming,19,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/siddaway3.jpg
"Spring in Action, Fourth Edition",Craig Walls,480,161729120X,,Programming,17,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls5.jpg
The Mikado Method,Ola Ellnestam,306,1617291218,03-05-2014,Databases,27,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ellnestam.jpg
The Responsive Web,Matthew Carver,483,1617291242,,Databases,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carver.jpg
Fast ASP.NET Websites,Dean Alan Hume,979,1617291250,29-08-2013,Software Engineering,12,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hume.jpg
SBT in Action,Joshua Suereth,851,1617291277,,Software Engineering,8,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/suereth2.jpg
PowerShell Deep Dives,Edited by Jeffery Hicks,129,1617291315,,Software Engineering,10,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hicks.jpg
Gradle in Action,Benjamin Muschko,689,1617291307,18-02-2014,AI,43,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/muschko.jpg
Scalatra in Action,Ivan Porto Carrero,775,1617291293,,AI,9,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/carrero2.jpg
AngularJS in Action,Brian Ford,727,1617291331,,AI,35,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bford.jpg
Software Development Metrics,David Nicolette,632,1617291358,,Software Engineering,9,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nicolette.jpg
F# Deep Dives,Tomas Petricek,232,1617291323,,Databases,40,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petricek_trelford.jpg
"C# in Depth, Third Edition",Jon Skeet,674,161729134X,19-09-2013,Programming,28,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeet3.jpg
"PostGIS in Action, Second Edition",Regina Obe,549,1617291390,,Software Engineering,46,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/obe2.jpg
"R in Action, Second Edition",Robert Kabacoff,626,1617291382,,Computer Science,42,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kabacoff2.jpg
"The Joy of Clojure, Second Edition",Michael Fogus,474,1617291412,29-05-2014,Databases,20,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/fogus2.jpg
iOS 7 in Action,Brendan G. Lim,722,1617291420,04-03-2014,Databases,40,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/lim2.jpg
Hello App Inventor!,Paula Beer,824,1617291439,,AI,2,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/beer.jpg
Ember.js in Action,Joachim Haagen Skeie,371,1617291455,06-10-2014,Programming,48,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeie.jpg
Netty in Action,Norman Maurer,730,1617291471,,Programming,26,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/maurer.jpg
RavenDB in Action,Itamar Syn-Hershko,774,1617291501,,Software Engineering,5,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/syn-hershko.jpg
OCP Java SE 7 Programmer II Certification Guide,Mala Gupta,594,161729148X,,Databases,24,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/gupta2.jpg
Backbone.js in Action,Samuel M. Breed,903,1617291536,,AI,16,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/breed.jpg
"Clojure in Action, Second Edition",Amit Rathore,337,1617291528,,Computer Science,27,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rathore2.jpg
Practical Data Science with R,Nina Zumel,797,1617291560,04-02-2014,Databases,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/zumel.jpg
Secrets of the JavaScript Ninja pBook upgrade,John Doe,594,ISBN573764,,Programming,1,nan...,
ArcGIS Web Development,Rene Rubalcava,398,1617291617,,Computer Science,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rubalcava.jpg
Elasticsearch in Action,Radu Gheorghe,967,1617291625,,Databases,49,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hinman.jpg
Learn SCCM 2012 in a Month of Lunches,James Bannan,678,1617291684,,AI,11,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bannan.jpg
Programming for Musicians and Digital Artists,Ajay Kapur,247,1617291706,,Software Engineering,43,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kapur.jpg
BDD in Action,John F. Smart,732,161729165X,,Computer Science,5,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/smart.jpg
Windows Phone 8 in Action,Timothy Binkley-Jones,341,1617291374,31-12-2013,AI,12,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/binkley.jpg
Titanium Alloy in Action,Ricardo Alcocer,498,1617291749,,Computer Science,28,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/alcocer.jpg
Giraph in Action,Claudio Martella,265,1617291757,,Databases,17,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/martella.jpg
"The Well-Grounded Rubyist, Second Edition",David A. Black,264,1617291692,24-06-2014,Databases,36,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/black3.jpg
Go in Action,Brian Ketelsen,676,1617291781,,Databases,20,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ketelsen.jpg
The Programmer's Guide to Apache Thrift ,Randy Abernethy,737,1617291811,,Programming,15,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/abernethy.jpg
Grokking Functional Programming,Aslam Khan,685,1617291838,,Databases,9,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/khan.jpg
CORS in Action,Monsur Hossain,252,161729182X,,Programming,48,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hossain.jpg
Reactive Design Patterns,Roland Kuhn,269,1617291803,,Software Engineering,14,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/kuhn.jpg
Storm Applied,Sean Allen,666,1617291897,,Databases,47,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pathirana.jpg
Real-World Machine Learning,Henrik Brink,106,1617291927,,Software Engineering,9,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/brink.jpg
jQuery UI in Action,Theodore J. (T.J.) VanToll III,103,1617291935,,Software Engineering,25,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/vantoll.jpg
Web Components in Action,Chris Buckett,616,1617291943,,AI,36,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/buckett2.jpg
JavaScript Application Design,Nicolas G. Bevacqua,534,1617291951,,Programming,49,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bevacqua.jpg
Git in Practice,Mike McQuaid,385,1617291978,,Programming,50,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/mcquaid.jpg
Impala in Action,Richard L. Saltzer,434,1617291986,,Software Engineering,32,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/saltzer.jpg
Java 8 in Action,Raoul-Gabriel Urma,996,1617291994,,Computer Science,46,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/urma.jpg
Elixir in Action,Saša Juric´,535,161729201X,,Computer Science,4,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/juric.jpg
"MongoDB in Action, Second Edition",Kyle Banker,157,1617291609,,Databases,24,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/banker2.jpg
"Getting MEAN with Mongo, Express, Angular, and Node",Simon Holmes,986,1617292036,,Software Engineering,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sholmes.jpg
"jQuery in Action, Third Edition",Bear Bibeault,730,1617292079,,Computer Science,47,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/derosa.jpg
D3.js in Action,Elijah Meeks,835,1617292117,,Databases,7,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/meeks.jpg
Learn SQL Server Administration in a Month of Lunches,Don Jones,451,1617292133,05-02-2014,Software Engineering,17,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones5.jpg
Geoprocessing with Python,Chris Garrard,628,1617292141,,Databases,17,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/garrard.jpg
Barcodes with iOS,Oliver Drobnik,699,161729215X,,Software Engineering,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/drobnik.jpg
Chef in Action,Dimitri Aivaliotis,681,1617292214,,Software Engineering,14,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/aivaliotis.jpg
"Hadoop in Practice, Second Edition",Alex Holmes,594,1617292222,,Programming,16,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/holmes2.jpg
Oculus Rift in Action,Bradley Austin Davis,629,1617292192,,Software Engineering,49,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bdavis.jpg
OpenStack in Action,Cody Bumgardner,873,1617292168,,Programming,39,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/bumgardner.jpg
"PowerShell in Depth, Second Edition",Don Jones,576,1617292184,,Databases,37,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/jones6.jpg
Practical Probabilistic Programming,Avi Pfeffer,267,1617292338,,AI,23,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pfeffer.jpg
Unity in Action,Joseph Hocking,188,161729232X,,AI,47,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hocking.jpg
Express.js in Action,Evan M. Hahn,719,1617292427,,Computer Science,7,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/hahn.jpg
Learn Git in a Month of Lunches,Rick Umali,944,1617292419,,AI,41,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/umali.jpg
Understanding SPAs,Emmit A. Scott,983,1617292435,,Computer Science,9,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/scott2.jpg
XSLT Quickly,Jane Smith,255,1930110111,05-01-2001,Databases,44,"XSLT Quickly is, quite obviously, for anyone who needs to learn XSLT quickly. This book has two main goals: to familiarize the reader with the portions of XSLT that he/she will use eighty per cent of the time, and to provide a ""cookbook"" approach to ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/ducharme.jpg
